Year	State	Electoral	DEMOCRAT	LIBERTARIAN	OTHER	REPUBLICAN	Winer	Electoral Democrat	Electoral Republican
2000	NE	5	231780.0	2245.0	29132.0	433862.0	REPUBLICAN	0	5
2000	NH	4	266348.0	2757.0	26417.0	273559.0	REPUBLICAN	0	4
2000	NJ	14	1788850.0	0.0	114203.0	1284173.0	DEMOCRAT	14	0
2000	NM	5	286783.0	2058.0	23347.0	286417.0	DEMOCRAT	5	0
2000	NV	6	279978.0	3311.0	24562.0	301575.0	REPUBLICAN	0	6
2000	NY	29	3942215.0	7649.0	751774.0	2258577.0	DEMOCRAT	29	0
2000	OH	18	2183628.0	13473.0	154534.0	2350363.0	REPUBLICAN	0	18
2000	OK	7	474276.0	6602.0	9014.0	744337.0	REPUBLICAN	0	7
2000	OR	7	720342.0	7447.0	92584.0	713577.0	DEMOCRAT	7	0
2000	PA	20	2485967.0	11248.0	133843.0	2281127.0	DEMOCRAT	20	0
2000	RI	4	249508.0	742.0	28307.0	130555.0	DEMOCRAT	4	0
2000	SC	9	566037.0	4760.0	26213.0	786892.0	REPUBLICAN	0	9
2000	SD	3	118804.0	1662.0	5103.0	190700.0	REPUBLICAN	0	3
2000	TN	11	981720.0	0.0	32512.0	1061949.0	REPUBLICAN	0	11
2000	TX	38	2433746.0	23160.0	151092.0	3799639.0	REPUBLICAN	0	38
2000	UT	6	203053.0	3616.0	48989.0	515096.0	REPUBLICAN	0	6
2000	VA	13	1217290.0	15198.0	69469.0	1437490.0	REPUBLICAN	0	13
2000	VT	3	149022.0	784.0	24727.0	119775.0	DEMOCRAT	3	0
2000	WA	12	1247652.0	13135.0	117782.0	1108864.0	DEMOCRAT	12	0
2000	WI	10	1242987.0	6640.0	111701.0	1237279.0	DEMOCRAT	10	0
2000	WV	5	295497.0	1912.0	14240.0	336475.0	REPUBLICAN	0	5
2000	WY	3	60481.0	1443.0	3855.0	147947.0	REPUBLICAN	0	3
2004	AK	3	111025.0	1675.0	9009.0	190889.0	REPUBLICAN	0	3
2004	AL	9	693933.0	0.0	13088.0	1176394.0	REPUBLICAN	0	9
2004	AR	6	469953.0	2352.0	9742.0	572898.0	REPUBLICAN	0	6
2004	AZ	11	893524.0	11856.0	2911.0	1104294.0	REPUBLICAN	0	11
2004	CA	55	6745485.0	50165.0	115877.0	5509826.0	DEMOCRAT	55	0
2004	CO	9	1001732.0	7664.0	18979.0	1101255.0	REPUBLICAN	0	9
2004	CT	7	857488.0	3367.0	24088.0	693826.0	DEMOCRAT	7	0
2004	DC	3	202970.0	502.0	2858.0	21256.0	DEMOCRAT	3	0
2004	DE	3	200152.0	586.0	2792.0	171660.0	DEMOCRAT	3	0
2004	FL	29	3583544.0	11996.0	49748.0	3964522.0	REPUBLICAN	0	29
2004	GA	16	1366149.0	18387.0	3085.0	1914254.0	REPUBLICAN	0	16
2004	HI	4	231708.0	1377.0	1737.0	194191.0	DEMOCRAT	4	0
2004	IA	6	741898.0	2992.0	10061.0	751957.0	REPUBLICAN	0	6
2004	ID	4	181098.0	3844.0	4199.0	409235.0	REPUBLICAN	0	4
2004	IL	20	2891550.0	32442.0	4384.0	2345946.0	DEMOCRAT	20	0
2004	IN	11	969011.0	18058.0	1495.0	1479438.0	REPUBLICAN	0	11
2004	KS	6	434993.0	4013.0	12294.0	736456.0	REPUBLICAN	0	6
2004	KY	8	712733.0	2619.0	11091.0	1069439.0	REPUBLICAN	0	8
2004	LA	8	820299.0	2781.0	17857.0	1102169.0	REPUBLICAN	0	8
2004	MA	11	1803800.0	15022.0	37524.0	1071109.0	DEMOCRAT	11	0
2004	MD	10	1334500.0	6094.0	18941.0	1024703.0	DEMOCRAT	10	0
2004	ME	4	396842.0	1965.0	11744.0	330201.0	DEMOCRAT	4	0
2004	MI	16	2479183.0	10552.0	35771.0	2313746.0	DEMOCRAT	16	0
2004	MN	10	1445014.0	4639.0	32039.0	1346695.0	DEMOCRAT	10	0
2004	MO	10	1259171.0	9831.0	6649.0	1455713.0	REPUBLICAN	0	10
2004	MS	6	457766.0	1793.0	7605.0	672660.0	REPUBLICAN	0	6
2004	MT	3	173710.0	1733.0	8928.0	266063.0	REPUBLICAN	0	3
2004	NC	15	1525849.0	11731.0	2261.0	1961166.0	REPUBLICAN	0	15
2004	ND	3	111052.0	851.0	4279.0	196651.0	REPUBLICAN	0	3
2004	NE	5	254328.0	2041.0	9003.0	512814.0	REPUBLICAN	0	5
2004	NH	4	340511.0	0.0	6539.0	331237.0	DEMOCRAT	4	0
2004	NJ	14	1911430.0	0.0	30258.0	1670003.0	DEMOCRAT	14	0
2004	NM	5	370942.0	2382.0	6050.0	376930.0	REPUBLICAN	0	5
2004	NV	6	397190.0	3176.0	10531.0	418690.0	REPUBLICAN	0	6
2004	NY	29	4180755.0	11607.0	448911.0	2806993.0	DEMOCRAT	29	0
2004	OH	18	2741165.0	0.0	26974.0	2859764.0	REPUBLICAN	0	18
2004	OK	7	503966.0	0.0	0.0	959792.0	REPUBLICAN	0	7
2004	OR	7	943163.0	7260.0	19528.0	866831.0	DEMOCRAT	7	0
2004	PA	20	2938095.0	21185.0	16463.0	2793847.0	DEMOCRAT	20	0
2004	RI	4	259760.0	907.0	7421.0	169046.0	DEMOCRAT	4	0
2004	SC	9	661669.0	3608.0	14449.0	937974.0	REPUBLICAN	0	9
2004	SD	3	149244.0	964.0	5423.0	232584.0	REPUBLICAN	0	3
2004	TN	11	1036477.0	0.0	16467.0	1384375.0	REPUBLICAN	0	11
2004	TX	38	2832704.0	38787.0	12341.0	4526917.0	REPUBLICAN	0	38
2004	UT	6	241199.0	3375.0	19528.0	663742.0	REPUBLICAN	0	6
2004	VA	13	1454742.0	11032.0	12682.0	1716959.0	REPUBLICAN	0	13
2004	VT	3	184067.0	1102.0	5960.0	121180.0	DEMOCRAT	3	0
2004	WA	12	1510201.0	11955.0	32034.0	1304894.0	DEMOCRAT	12	0
2004	WI	10	1489504.0	6464.0	22919.0	1478120.0	DEMOCRAT	10	0
2004	WV	5	326541.0	1405.0	4068.0	423778.0	REPUBLICAN	0	5
2004	WY	3	70776.0	1171.0	4285.0	167629.0	REPUBLICAN	0	3
2008	AK	3	123594.0	1589.0	7173.0	193841.0	REPUBLICAN	0	3
2008	AL	9	813479.0	0.0	19794.0	1266546.0	REPUBLICAN	0	9
2008	AR	6	422310.0	4776.0	21514.0	638017.0	REPUBLICAN	0	6
2008	AZ	11	1034707.0	12555.0	16102.0	1230111.0	REPUBLICAN	0	11
2008	CA	55	8274473.0	67582.0	208064.0	5011781.0	DEMOCRAT	55	0
2008	CO	9	1288576.0	10897.0	28299.0	1073589.0	DEMOCRAT	9	0
2008	CT	7	997772.0	0.0	19592.0	629428.0	DEMOCRAT	7	0
2008	DC	3	245800.0	0.0	2686.0	17367.0	DEMOCRAT	3	0
2008	DE	3	255459.0	1109.0	3470.0	152374.0	DEMOCRAT	3	0
2008	FL	29	4282074.0	17218.0	45828.0	4045624.0	DEMOCRAT	29	0
2008	GA	16	1844123.0	28731.0	2873.0	2048759.0	REPUBLICAN	0	16
2008	HI	4	325871.0	1314.0	8313.0	120566.0	DEMOCRAT	4	0
2008	IA	6	828940.0	4590.0	21214.0	682379.0	DEMOCRAT	6	0
2008	ID	4	236440.0	3658.0	12012.0	403012.0	REPUBLICAN	0	4
2008	IL	20	3419348.0	19642.0	52202.0	2031179.0	DEMOCRAT	20	0
2008	IN	11	1374039.0	29257.0	2110.0	1345648.0	DEMOCRAT	11	0
2008	KS	6	514765.0	6706.0	14746.0	699655.0	REPUBLICAN	0	6
2008	KY	8	751985.0	5989.0	20184.0	1048462.0	REPUBLICAN	0	8
2008	LA	8	782989.0	0.0	29497.0	1148275.0	REPUBLICAN	0	8
2008	MA	11	1904097.0	13189.0	76855.0	1108854.0	DEMOCRAT	11	0
2008	MD	10	1629467.0	9842.0	32425.0	959862.0	DEMOCRAT	10	0
2008	ME	4	421923.0	0.0	13967.0	295273.0	DEMOCRAT	4	0
2008	MI	16	2872579.0	23716.0	56662.0	2048639.0	DEMOCRAT	16	0
2008	MN	10	1573354.0	9174.0	52432.0	1275409.0	DEMOCRAT	10	0
2008	MO	10	1441911.0	11386.0	26094.0	1445814.0	REPUBLICAN	0	10
2008	MS	6	554662.0	2529.0	8077.0	724597.0	REPUBLICAN	0	6
2008	MT	3	231667.0	1355.0	14324.0	242763.0	REPUBLICAN	0	3
2008	NC	15	2142651.0	25722.0	14004.0	2128474.0	DEMOCRAT	15	0
2008	ND	3	141278.0	1354.0	5388.0	168601.0	REPUBLICAN	0	3
2008	NE	5	333319.0	2740.0	12243.0	452979.0	REPUBLICAN	0	5
2008	NH	4	384826.0	2748.0	6862.0	316534.0	DEMOCRAT	4	0
2008	NJ	14	2215422.0	8441.0	31167.0	1613207.0	DEMOCRAT	14	0
2008	NM	5	472422.0	2428.0	8476.0	346832.0	DEMOCRAT	5	0
2008	NV	6	533736.0	4263.0	17022.0	412827.0	DEMOCRAT	6	0
2008	NY	29	4645332.0	19596.0	638768.0	2418323.0	DEMOCRAT	29	0
2008	OH	18	2940044.0	19917.0	70569.0	2677820.0	DEMOCRAT	18	0
2008	OK	7	502496.0	0.0	0.0	960165.0	REPUBLICAN	0	7
2008	OR	7	1037291.0	7635.0	44463.0	738475.0	DEMOCRAT	7	0
2008	PA	20	3276363.0	19912.0	61112.0	2655885.0	DEMOCRAT	20	0
2008	RI	4	296571.0	1382.0	8422.0	165391.0	DEMOCRAT	4	0
2008	SC	9	862449.0	7283.0	16341.0	1034896.0	REPUBLICAN	0	9
2008	SD	3	170924.0	1835.0	6162.0	203054.0	REPUBLICAN	0	3
2008	TN	11	1087437.0	0.0	33134.0	1479178.0	REPUBLICAN	0	11
2008	TX	38	3528633.0	56116.0	13718.0	4479328.0	REPUBLICAN	0	38
2008	UT	6	327670.0	6966.0	21704.0	596030.0	REPUBLICAN	0	6
2008	VA	13	1959532.0	11067.0	27656.0	1725005.0	DEMOCRAT	13	0
2008	VT	3	219262.0	1067.0	5743.0	98974.0	DEMOCRAT	3	0
2008	WA	12	1750848.0	12728.0	44086.0	1229216.0	DEMOCRAT	12	0
2008	WI	10	1677211.0	8858.0	34955.0	1262393.0	DEMOCRAT	10	0
2008	WV	5	303857.0	0.0	12128.0	397466.0	REPUBLICAN	0	5
2008	WY	3	82868.0	1594.0	5484.0	164958.0	REPUBLICAN	0	3
2012	AK	3	122640.0	7392.0	5787.0	164676.0	REPUBLICAN	0	3
2012	AL	9	795696.0	0.0	22717.0	1255925.0	REPUBLICAN	0	9
2012	AR	6	394409.0	16276.0	11039.0	647744.0	REPUBLICAN	0	6
2012	AZ	11	1025232.0	32100.0	8268.0	1233654.0	REPUBLICAN	0	11
2012	CA	55	7854285.0	143221.0	201083.0	4839958.0	DEMOCRAT	55	0
2012	CO	9	1323101.0	35545.0	25627.0	1185243.0	DEMOCRAT	9	0
2012	CT	7	905083.0	12340.0	5889.0	634892.0	DEMOCRAT	7	0
2012	DC	3	267070.0	2083.0	3230.0	21381.0	DEMOCRAT	3	0
2012	DE	3	242584.0	3882.0	1940.0	165484.0	DEMOCRAT	3	0
2012	FL	29	4237756.0	44726.0	28250.0	4163447.0	DEMOCRAT	29	0
2012	GA	16	1773827.0	45324.0	0.0	2078688.0	REPUBLICAN	0	16
2012	HI	4	306658.0	3840.0	5646.0	121015.0	DEMOCRAT	4	0
2012	IA	6	822544.0	12926.0	16093.0	730617.0	DEMOCRAT	6	0
2012	ID	4	212787.0	9453.0	9123.0	420911.0	REPUBLICAN	0	4
2012	IL	20	3019512.0	56229.0	31057.0	2135216.0	DEMOCRAT	20	0
2012	IN	11	1152887.0	50111.0	993.0	1420543.0	REPUBLICAN	0	11
2012	KS	6	440726.0	20456.0	6155.0	692634.0	REPUBLICAN	0	6
2012	KY	8	679370.0	17063.0	13589.0	1087190.0	REPUBLICAN	0	8
2012	LA	8	809141.0	18157.0	14505.0	1152262.0	REPUBLICAN	0	8
2012	MA	11	1921290.0	30920.0	43672.0	1188314.0	DEMOCRAT	11	0
2012	MD	10	1677844.0	30195.0	27419.0	971869.0	DEMOCRAT	10	0
2012	ME	4	401306.0	9352.0	21824.0	292276.0	DEMOCRAT	4	0
2012	MI	16	2564569.0	0.0	51136.0	2115256.0	DEMOCRAT	16	0
2012	MN	10	1546167.0	35098.0	35071.0	1320225.0	DEMOCRAT	10	0
2012	MO	10	1223796.0	43151.0	7936.0	1482440.0	REPUBLICAN	0	10
2012	MS	6	562949.0	6676.0	5213.0	710746.0	REPUBLICAN	0	6
2012	MT	3	201839.0	14165.0	116.0	267928.0	REPUBLICAN	0	3
2012	NC	15	2178391.0	44515.0	12071.0	2270395.0	REPUBLICAN	0	15
2012	ND	3	124966.0	5238.0	4408.0	188320.0	REPUBLICAN	0	3
2012	NE	5	302081.0	11109.0	6125.0	475064.0	REPUBLICAN	0	5
2012	NH	4	369561.0	8212.0	3281.0	329918.0	DEMOCRAT	4	0
2012	NJ	14	2122786.0	21035.0	16590.0	1478088.0	DEMOCRAT	14	0
2012	NM	5	415335.0	27788.0	4847.0	335788.0	DEMOCRAT	5	0
2012	NV	6	531373.0	10968.0	9010.0	463567.0	DEMOCRAT	6	0
2012	NY	29	4324228.0	47092.0	522067.0	2223397.0	DEMOCRAT	29	0
2012	OH	18	2827621.0	49493.0	42301.0	2661407.0	DEMOCRAT	18	0
2012	OK	7	443547.0	0.0	0.0	891325.0	REPUBLICAN	0	7
2012	OR	7	970488.0	24089.0	40518.0	754175.0	DEMOCRAT	7	0
2012	PA	20	2990274.0	49991.0	21341.0	2680434.0	DEMOCRAT	20	0
2012	RI	4	279677.0	4388.0	4780.0	157204.0	DEMOCRAT	4	0
2012	SC	9	865941.0	16321.0	10211.0	1071645.0	REPUBLICAN	0	9
2012	SD	3	145039.0	5795.0	2371.0	210610.0	REPUBLICAN	0	3
2012	TN	11	960709.0	0.0	35538.0	1462330.0	REPUBLICAN	0	11
2012	TX	38	3308124.0	88580.0	27304.0	4569843.0	REPUBLICAN	0	38
2012	UT	6	251813.0	12572.0	12455.0	740600.0	REPUBLICAN	0	6
2012	VA	13	1971820.0	31216.0	28931.0	1822522.0	DEMOCRAT	13	0
2012	VT	3	199239.0	3487.0	3866.0	92698.0	DEMOCRAT	3	0
2012	WA	12	1755396.0	42202.0	37248.0	1290670.0	DEMOCRAT	12	0
2012	WI	10	1620985.0	0.0	39483.0	1410966.0	DEMOCRAT	10	0
2012	WV	5	238269.0	6302.0	8212.0	417655.0	REPUBLICAN	0	5
2012	WY	3	69286.0	5326.0	5127.0	170962.0	REPUBLICAN	0	3
2016	AK	3	116454.0	18725.0	20042.0	163387.0	REPUBLICAN	0	3
2016	AL	9	729547.0	44467.0	31103.0	1318255.0	REPUBLICAN	0	9
2016	AR	6	380494.0	29829.0	35440.0	684872.0	REPUBLICAN	0	6
2016	AZ	11	1161209.0	106327.0	53228.0	1252401.0	REPUBLICAN	0	11
2016	CA	55	8753788.0	478500.0	465497.0	4483810.0	DEMOCRAT	55	0
2016	CO	9	1338870.0	144121.0	94745.0	1202484.0	DEMOCRAT	9	0
2016	CT	7	897572.0	48676.0	25457.0	673215.0	DEMOCRAT	7	0
2016	DC	3	282830.0	4906.0	12116.0	12723.0	DEMOCRAT	3	0
2016	DE	3	235603.0	14757.0	6103.0	185127.0	DEMOCRAT	3	0
2016	FL	29	4504975.0	207043.0	90135.0	4617886.0	REPUBLICAN	0	29
2016	GA	16	1877963.0	125306.0	22359.0	2089104.0	REPUBLICAN	0	16
2016	HI	4	266891.0	15954.0	25972.0	128847.0	DEMOCRAT	4	0
2016	IA	6	653669.0	59186.0	51742.0	800983.0	REPUBLICAN	0	6
2016	ID	4	189765.0	28331.0	63104.0	409055.0	REPUBLICAN	0	4
2016	IL	20	3090729.0	209596.0	90084.0	2146015.0	DEMOCRAT	20	0
2016	IN	11	1033126.0	133993.0	10553.0	1557286.0	REPUBLICAN	0	11
2016	KS	6	427005.0	55406.0	30973.0	671018.0	REPUBLICAN	0	6
2016	KY	8	628854.0	53752.0	38572.0	1202971.0	REPUBLICAN	0	8
2016	LA	8	780154.0	37978.0	32262.0	1178638.0	REPUBLICAN	0	8
2016	MA	11	1995196.0	138018.0	154714.0	1090893.0	DEMOCRAT	11	0
2016	MD	10	1678006.0	79605.0	80407.0	943428.0	DEMOCRAT	10	0
2016	ME	4	357735.0	38105.0	40459.0	335593.0	DEMOCRAT	4	0
2016	MI	16	2268839.0	172136.0	78766.0	2279543.0	REPUBLICAN	0	16
2016	MN	10	1367705.0	112972.0	141156.0	1322949.0	DEMOCRAT	10	0
2016	MO	10	1071068.0	97359.0	45667.0	1594511.0	REPUBLICAN	0	10
2016	MS	6	485131.0	14435.0	9077.0	700714.0	REPUBLICAN	0	6
2016	MT	3	177709.0	28037.0	9540.0	279240.0	REPUBLICAN	0	3
2016	NC	15	2189316.0	130126.0	59491.0	2362631.0	REPUBLICAN	0	15
2016	ND	3	93758.0	21434.0	12374.0	216794.0	REPUBLICAN	0	3
2016	NE	5	284494.0	38946.0	24826.0	495961.0	REPUBLICAN	0	5
2016	NH	4	348526.0	30777.0	19203.0	345790.0	DEMOCRAT	4	0
2016	NJ	14	2148278.0	72477.0	51358.0	1601933.0	DEMOCRAT	14	0
2016	NM	5	385234.0	74541.0	18877.0	319667.0	DEMOCRAT	5	0
2016	NV	6	539260.0	37384.0	36683.0	512058.0	DEMOCRAT	6	0
2016	NY	29	4379789.0	57442.0	837711.0	2527142.0	DEMOCRAT	29	0
2016	OH	18	2394164.0	0.0	261318.0	2841005.0	REPUBLICAN	0	18
2016	OK	7	420375.0	83481.0	0.0	949136.0	REPUBLICAN	0	7
2016	OR	7	1002106.0	94231.0	122596.0	782403.0	DEMOCRAT	7	0
2016	PA	20	2926441.0	146715.0	71513.0	2970733.0	REPUBLICAN	0	20
2016	RI	4	252525.0	14746.0	16330.0	180543.0	DEMOCRAT	4	0
2016	SC	9	855373.0	49204.0	43061.0	1155389.0	REPUBLICAN	0	9
2016	SD	3	117458.0	20850.0	4064.0	227721.0	REPUBLICAN	0	3
2016	TN	11	870695.0	0.0	114407.0	1522925.0	REPUBLICAN	0	11
2016	TX	38	3877868.0	283492.0	122819.0	4685047.0	REPUBLICAN	0	38
2016	UT	6	310674.0	39608.0	265824.0	515211.0	REPUBLICAN	0	6
2016	VA	13	1981473.0	118274.0	113562.0	1769443.0	DEMOCRAT	13	0
2016	VT	3	178573.0	10078.0	36447.0	95369.0	DEMOCRAT	3	0
2016	WA	12	1742718.0	160879.0	191675.0	1221747.0	DEMOCRAT	12	0
2016	WI	10	1382536.0	106674.0	81656.0	1405284.0	REPUBLICAN	0	10
2016	WV	5	188794.0	23004.0	11882.0	489371.0	REPUBLICAN	0	5
2016	WY	3	55973.0	13287.0	15109.0	174419.0	REPUBLICAN	0	3
2020	AK	3	153778.0	8897.0	6904.0	189951.0	REPUBLICAN	0	3
2020	AL	9	849624.0	25176.0	7312.0	1441170.0	REPUBLICAN	0	9
2020	AR	6	423932.0	13133.0	21357.0	760647.0	REPUBLICAN	0	6
2020	AZ	11	1672143.0	51465.0	2032.0	1661686.0	DEMOCRAT	11	0
2020	CA	55	11110250.0	187895.0	196307.0	6006429.0	DEMOCRAT	55	0
2020	CO	9	1804352.0	52460.0	58561.0	1364607.0	DEMOCRAT	9	0
2020	CT	7	1080831.0	20230.0	8079.0	714717.0	DEMOCRAT	7	0
2020	DC	3	317323.0	2036.0	6411.0	18586.0	DEMOCRAT	3	0
2020	DE	3	296268.0	5000.0	2475.0	200603.0	DEMOCRAT	3	0
2020	FL	29	5297045.0	70324.0	31356.0	5668731.0	REPUBLICAN	0	29
2020	GA	16	2473633.0	62229.0	2244.0	2461854.0	DEMOCRAT	16	0
2020	HI	4	366130.0	5539.0	11251.0	196864.0	DEMOCRAT	4	0
2020	IA	6	759061.0	19637.0	23760.0	897672.0	REPUBLICAN	0	6
2020	ID	4	287021.0	16404.0	10470.0	554119.0	REPUBLICAN	0	4
2020	IL	20	3471915.0	66544.0	48393.0	2446891.0	DEMOCRAT	20	0
2020	IN	11	1242416.0	59232.0	1951.0	1729519.0	REPUBLICAN	0	11
2020	KS	6	570323.0	30574.0	0.0	771406.0	REPUBLICAN	0	6
2020	KY	8	772474.0	26234.0	11414.0	1326646.0	REPUBLICAN	0	8
2020	LA	8	856034.0	21645.0	14607.0	1255776.0	REPUBLICAN	0	8
2020	MA	11	2382202.0	47013.0	61588.0	1167202.0	DEMOCRAT	11	0
2020	MD	10	1985023.0	33488.0	42105.0	976414.0	DEMOCRAT	10	0
2020	ME	4	435072.0	14152.0	18344.0	360737.0	DEMOCRAT	4	0
2020	MI	16	2804040.0	60381.0	25029.0	2649852.0	DEMOCRAT	16	0
2020	MN	10	1717077.0	34976.0	41053.0	1484065.0	DEMOCRAT	10	0
2020	MO	10	1253014.0	41205.0	13007.0	1718736.0	REPUBLICAN	0	10
2020	MS	6	539398.0	8026.0	9571.0	756764.0	REPUBLICAN	0	6
2020	MT	3	244786.0	15252.0	34.0	343602.0	REPUBLICAN	0	3
2020	NC	15	2684292.0	48678.0	33059.0	2758773.0	REPUBLICAN	0	15
2020	ND	3	114902.0	9393.0	1929.0	235595.0	REPUBLICAN	0	3
2020	NE	5	374583.0	20283.0	4671.0	556846.0	REPUBLICAN	0	5
2020	NH	4	424921.0	13235.0	2372.0	365654.0	DEMOCRAT	4	0
2020	NJ	14	2608335.0	31677.0	26067.0	1883274.0	DEMOCRAT	14	0
2020	NM	5	501614.0	12585.0	7872.0	401894.0	DEMOCRAT	5	0
2020	NV	6	703486.0	14783.0	17217.0	669890.0	DEMOCRAT	6	0
2020	NY	29	5230985.0	60234.0	125718.0	3244798.0	DEMOCRAT	29	0
2020	OH	18	2679165.0	67569.0	20634.0	3154834.0	REPUBLICAN	0	18
2020	OK	7	503890.0	24731.0	11798.0	1020280.0	REPUBLICAN	0	7
2020	OR	7	1340383.0	41582.0	33908.0	958448.0	DEMOCRAT	7	0
2020	PA	20	3458229.0	79380.0	0.0	3377674.0	DEMOCRAT	20	0
2020	RI	4	307486.0	5053.0	4529.0	199922.0	DEMOCRAT	4	0
2020	SC	9	1091541.0	27916.0	9536.0	1385103.0	REPUBLICAN	0	9
2020	SD	3	150471.0	11095.0	0.0	261043.0	REPUBLICAN	0	3
2020	TN	11	1143711.0	0.0	57665.0	1852475.0	REPUBLICAN	0	11
2020	TX	38	5259126.0	126243.0	39340.0	5890347.0	REPUBLICAN	0	38
2020	UT	6	560282.0	38447.0	24420.0	865140.0	REPUBLICAN	0	6
2020	VA	13	2413568.0	64761.0	19765.0	1962430.0	DEMOCRAT	13	0
2020	VT	3	242820.0	3608.0	11836.0	112704.0	DEMOCRAT	3	0
2020	WA	12	2369612.0	80500.0	52868.0	1584651.0	DEMOCRAT	12	0
2020	WI	10	1630866.0	0.0	56991.0	1610184.0	DEMOCRAT	10	0
2020	WV	5	235984.0	10687.0	2599.0	545382.0	REPUBLICAN	0	5
2020	WY	3	73491.0	5768.0	5685.0	193559.0	REPUBLICAN	0	3
